LSOA code (2011),Unnamed: 0,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),pcd7,pcd8,pcds,dointr,doterm,usertype,oa11,msoa11cd,ladcd,lsoa11nm,msoa11nm,ladnm,ladnmw,FID
E01000065,63,Barking and Dagenham 007A,E09000002,Barking and Dagenham,39.89,4296,2,0.228,5065,2,0.17300000000000001,4770,2,26.185,10220,4,0.8170000000000001,5745,2,0.324,11574,4,47.453,634,1,29.31,9210,3,RM107EG,RM10 7EG,RM10 7EG,200801,201207,1,E00000318,E02000008,E09000002,Barking and Dagenham 007A,Barking and Dagenham 007,Barking and Dagenham,,1906932
E01000066,64,Barking and Dagenham 011A,E09000002,Barking and Dagenham,25.763,10329,4,0.147,10725,4,0.09699999999999999,13108,4,18.294,14926,5,0.054000000000000006,15169,5,-0.273,20658,7,50.656000000000006,249,1,17.916,16885,6,IG119AG,IG11 9AG,IG11 9AG,198001,0,0,E00000341,E02000012,E09000002,Barking and Dagenham 011A,Barking and Dagenham 011,Barking and Dagenham,,1049644
E01000067,65,Barking and Dagenham 011B,E09000002,Barking and Dagenham,20.973000000000003,13573,5,0.132,12329,4,0.066,19905,7,15.99,16594,6,-0.38799999999999996,21963,7,0.381,10735,4,42.456,1551,1,21.711,14035,5,IG119AH,IG11 9AH,IG11 9AH,198001,0,0,E00000333,E02000012,E09000002,Barking and Dagenham 011B,Barking and Dagenham 011,Barking and Dagenham,,1049645
E01000068,66,Barking and Dagenham 016E,E09000002,Barking and Dagenham,25.603,10421,4,0.12300000000000001,13349,5,0.075,17599,6,16.187,16416,5,0.16699999999999998,13509,5,0.946,3970,2,41.501999999999995,1777,1,31.381999999999998,8062,3,IG119JZ,IG11 9JZ,IG11 9JZ,198001,0,0,E00000350,E02000017,E09000002,Barking and Dagenham 016E,Barking and Dagenham 016,Barking and Dagenham,,1050014
E01000069,67,Barking and Dagenham 011C,E09000002,Barking and Dagenham,16.375,17580,6,0.087,18292,6,0.07,18888,6,16.480999999999998,16211,5,-0.626,25051,8,0.032,16201,5,31.781,5792,2,28.36,9748,3,IG119JJ,IG11 9JJ,IG11 9JJ,200305,0,0,E00000343,E02000012,E09000002,Barking and Dagenham 011C,Barking and Dagenham 011,Barking and Dagenham,,1050004
E01000070,68,Barking and Dagenham 011D,E09000002,Barking and Dagenham,21.038,13531,5,0.11,14981,5,0.077,17070,6,14.434000000000001,17805,6,-0.442,22662,7,0.84,5018,2,35.596,3806,2,27.639,10170,4,IG119JX,IG11 9JX,IG11 9JX,198001,0,0,E00000337,E02000012,E09000002,Barking and Dagenham 011D,Barking and Dagenham 011,Barking and Dagenham,,1050012
E01000071,69,Barking and Dagenham 011E,E09000002,Barking and Dagenham,18.848,15370,5,0.13,12518,4,0.057999999999999996,22157,7,14.114,18062,6,-0.261,20051,7,-0.155,18962,6,40.981,1935,1,22.064,13807,5,IG119JF,IG11 9JF,IG11 9JF,198001,0,0,E00000347,E02000012,E09000002,Barking and Dagenham 011E,Barking and Dagenham 011,Barking and Dagenham,,1050001
E01000072,70,Barking and Dagenham 017E,E09000002,Barking and Dagenham,41.016000000000005,3974,2,0.24100000000000002,4451,2,0.138,7689,3,34.242,7028,3,0.478,9357,3,1.197,2249,1,46.957,722,1,30.081999999999997,8754,3,RM8 2LT,RM8  2LT,RM8 2LT,198001,0,0,E00000381,E02000018,E09000002,Barking and Dagenham 017E,Barking and Dagenham 017,Barking and Dagenham,,1919647
E01000073,71,Barking and Dagenham 012B,E09000002,Barking and Dagenham,38.757,4645,2,0.209,6133,2,0.135,7982,3,35.14,6712,3,0.57,8284,3,1.3459999999999999,1554,1,43.442,1340,1,23.636,12681,4,RM8 2YS,RM8  2YS,RM8 2YS,198001,0,0,E00000368,E02000013,E09000002,Barking and Dagenham 012B,Barking and Dagenham 012,Barking and Dagenham,,1919649
E01000074,72,Barking and Dagenham 012C,E09000002,Barking and Dagenham,35.044000000000004,5870,2,0.23399999999999999,4794,2,0.128,8763,3,32.398,7662,3,0.461,9581,3,0.005,16602,6,47.408,641,1,22.805999999999997,13256,5,RM8 2YA,RM8  2YA,RM8 2YA,198001,0,0,E00000371,E02000013,E09000002,Barking and Dagenham 012C,Barking and Dagenham 012,Barking and Dagenham,,1919637
E01000075,73,Barking and Dagenham 012D,E09000002,Barking and Dagenham,36.999,5215,2,0.196,6873,3,0.11800000000000001,9943,4,36.347,6343,2,0.136,13939,5,1.057,3101,1,44.869,1086,1,39.815,4325,2,RM9 4SP,RM9  4SP,RM9 4SP,198402,201512,1,E00000362,E02000013,E09000002,Barking and Dagenham 012D,Barking and Dagenham 012,Barking and Dagenham,,1920002
E01000076,74,Barking and Dagenham 012E,E09000002,Barking and Dagenham,36.246,5451,2,0.20800000000000002,6177,2,0.14800000000000002,6722,3,36.193000000000005,6380,2,0.09699999999999999,14560,5,0.287,12141,4,49.87,338,1,27.02,10531,4,RM9 4SR,RM9  4SR,RM9 4SR,198402,0,1,E00000363,E02000013,E09000002,Barking and Dagenham 012E,Barking and Dagenham 012,Barking and Dagenham,,1920004
E01000077,75,Barking and Dagenham 008F,E09000002,Barking and Dagenham,41.032,3967,2,0.251,3973,2,0.159,5768,2,33.494,7276,3,0.725,6631,3,0.48700000000000004,9244,3,44.143,1218,1,35.02,6233,2,RM8 2XB,RM8  2XB,RM8 2XB,198001,0,0,E00000364,E02000009,E09000002,Barking and Dagenham 008F,Barking and Dagenham 008,Barking and Dagenham,,1919624
E01000078,76,Barking and Dagenham 007B,E09000002,Barking and Dagenham,35.033,5874,2,0.228,5086,2,0.128,8778,3,33.668,7216,3,0.035,15460,5,0.467,9512,3,44.31100000000001,1183,1,33.091,7156,3,RM8 3BP,RM8  3BP,RM8 3BP,198001,0,0,E00000392,E02000008,E09000002,Barking and Dagenham 007B,Barking and Dagenham 007,Barking and Dagenham,,1919915
E01000079,77,Barking and Dagenham 009E,E09000002,Barking and Dagenham,34.522,6057,2,0.22699999999999998,5141,2,0.141,7379,3,24.526,11072,4,0.045,15314,5,0.253,12695,4,48.007,566,1,29.325,9200,3,RM9 5AR,RM9  5AR,RM9 5AR,198001,0,0,E00000412,E02000010,E09000002,Barking and Dagenham 009E,Barking and Dagenham 009,Barking and Dagenham,,1920275
E01000080,78,Barking and Dagenham 007C,E09000002,Barking and Dagenham,33.185,6596,3,0.19,7274,3,0.146,6934,3,26.379,10114,4,0.445,9777,3,0.145,14386,5,45.385,989,1,24.491999999999997,12095,4,RM9 4AE,RM9  4AE,RM9 4AE,199512,199706,1,E00000408,E02000008,E09000002,Barking and Dagenham 007C,Barking and Dagenham 007,Barking and Dagenham,,1920021
E01000081,79,Barking and Dagenham 007D,E09000002,Barking and Dagenham,30.608,7738,3,0.162,9449,3,0.11599999999999999,10130,4,30.951999999999998,8201,3,0.225,12703,4,0.192,13643,5,43.718,1281,1,32.758,7318,3,RM9 5AJ,RM9  5AJ,RM9 5AJ,198001,201311,0,E00000399,E02000008,E09000002,Barking and Dagenham 007D,Barking and Dagenham 007,Barking and Dagenham,,1920219
E01000082,80,Barking and Dagenham 007E,E09000002,Barking and Dagenham,27.895,9100,3,0.158,9753,3,0.113,10671,4,31.053,8160,3,-0.111,17747,6,-0.221,19918,7,43.176,1396,1,30.006,8806,3,RM8 3AA,RM8  3AA,RM8 3AA,198001,0,0,E00000414,E02000008,E09000002,Barking and Dagenham 007E,Barking and Dagenham 007,Barking and Dagenham,,1919673
E01000083,81,Barking and Dagenham 007F,E09000002,Barking and Dagenham,34.376999999999995,6111,2,0.196,6904,3,0.134,8025,3,27.072,9793,3,0.361,10842,4,0.434,9982,4,44.245,1199,1,35.395,6063,2,RM8 3AT,RM8  3AT,RM8 3AT,198001,0,0,E00000417,E02000008,E09000002,Barking and Dagenham 007F,Barking and Dagenham 007,Barking and Dagenham,,1919767
E01000084,82,Barking and Dagenham 013D,E09000002,Barking and Dagenham,39.815,4315,2,0.22899999999999998,5030,2,0.141,7393,3,36.839,6237,2,0.33799999999999997,11120,4,1.3090000000000002,1715,1,43.431999999999995,1344,1,28.534000000000002,9648,3,RM108QX,RM10 8QX,RM10 8QX,198001,199707,1,E00000440,E02000014,E09000002,Barking and Dagenham 013D,Barking and Dagenham 013,Barking and Dagenham,,1907461
E01000085,83,Barking and Dagenham 013E,E09000002,Barking and Dagenham,35.154,5838,2,0.18899999999999997,7390,3,0.124,9203,3,36.259,6360,2,-0.22699999999999998,19518,6,1.036,3245,1,46.138999999999996,871,1,32.465,7484,3,RM108RW,RM10 8RW,RM10 8RW,199002,199012,1,E00000442,E02000014,E09000002,Barking and Dagenham 013E,Barking and Dagenham 013,Barking and Dagenham,,1907359
E01000086,84,Barking and Dagenham 013F,E09000002,Barking and Dagenham,38.156,4822,2,0.218,5632,2,0.142,7318,3,28.503,9185,3,0.89,5137,2,0.868,4717,2,42.757,1477,1,26.281,11002,4,RM109NX,RM10 9NX,RM10 9NX,198001,0,0,E00000422,E02000014,E09000002,Barking and Dagenham 013F,Barking and Dagenham 013,Barking and Dagenham,,1907807
E01000087,85,Barking and Dagenham 020B,E09000002,Barking and Dagenham,34.357,6122,2,0.226,5212,2,0.131,8331,3,27.171,9744,3,0.046,15307,5,0.135,14563,5,48.565,506,1,31.357,8076,3,RM109LR,RM10 9LR,RM10 9LR,198001,0,0,E00000431,E02000021,E09000002,Barking and Dagenham 020B,Barking and Dagenham 020,Barking and Dagenham,,1907714
E01000088,86,Barking and Dagenham 020C,E09000002,Barking and Dagenham,28.849,8574,3,0.147,10790,4,0.1,12495,4,20.313,13589,5,0.264,12126,4,0.552,8365,3,44.005,1238,1,34.525,6458,2,RM109SW,RM10 9SW,RM10 9SW,200402,0,0,E00000424,E02000021,E09000002,Barking and Dagenham 020C,Barking and Dagenham 020,Barking and Dagenham,,1907624
E01000089,87,Barking and Dagenham 020D,E09000002,Barking and Dagenham,28.968000000000004,8508,3,0.156,9981,4,0.092,13980,5,25.246,10703,4,-0.154,18445,6,0.18899999999999997,13690,5,47.254,668,1,40.955,3962,2,RM109DU,RM10 9DU,RM10 9DU,198001,0,0,E00000435,E02000021,E09000002,Barking and Dagenham 020D,Barking and Dagenham 020,Barking and Dagenham,,1907715
E01000090,88,Barking and Dagenham 020E,E09000002,Barking and Dagenham,28.316999999999997,8873,3,0.16899999999999998,8855,3,0.091,14060,5,22.024,12523,4,-0.187,18942,6,0.7,6503,2,45.475,973,1,29.464000000000002,9116,3,RM109DR,RM10 9DR,RM10 9DR,198001,0,0,E00000434,E02000021,E09000002,Barking and Dagenham 020E,Barking and Dagenham 020,Barking and Dagenham,,1907601
E01000091,89,Barking and Dagenham 022A,E09000002,Barking and Dagenham,42.183,3669,2,0.256,3775,2,0.175,4635,2,32.562,7594,3,0.324,11282,4,0.9940000000000001,3573,2,48.266000000000005,540,1,23.563000000000002,12738,4,IG110AB,IG11 0AB,IG11 0AB,199612,200006,1,E00000475,E02000023,E09000002,Barking and Dagenham 022A,Barking and Dagenham 022,Barking and Dagenham,,1048459
E01000092,90,Barking and Dagenham 019E,E09000002,Barking and Dagenham,33.768,6348,2,0.215,5804,2,0.106,11606,4,18.788,14566,5,-0.008,16131,5,0.657,7000,3,61.059,11,1,29.993000000000002,8818,3,IG110AR,IG11 0AR,IG11 0AR,198303,0,0,E00000470,E02000020,E09000002,Barking and Dagenham 019E,Barking and Dagenham 019,Barking and Dagenham,,1048471
E01000093,91,Barking and Dagenham 022B,E09000002,Barking and Dagenham,46.922,2669,1,0.26,3596,2,0.16899999999999998,5065,2,27.955,9411,3,0.8420000000000001,5519,2,1.073,2977,1,49.657,370,1,43.57,3282,1,IG110AG,IG11 0AG,IG11 0AG,200608,0,0,E00000462,E02000023,E09000002,Barking and Dagenham 022B,Barking and Dagenham 022,Barking and Dagenham,,1048464
E01000094,92,Barking and Dagenham 022C,E09000002,Barking and Dagenham,28.182,8930,3,0.16699999999999998,9003,3,0.094,13554,5,10.866,21017,7,-0.036000000000000004,16555,6,0.524,8737,3,64.961,4,1,20.691999999999997,14763,5,IG110BF,IG11 0BF,IG11 0BF,200911,0,0,E00000452,E02000023,E09000002,Barking and Dagenham 022C,Barking and Dagenham 022,Barking and Dagenham,,1048483
E01000095,93,Barking and Dagenham 018E,E09000002,Barking and Dagenham,32.254,6984,3,0.196,6925,3,0.095,13425,5,22.314,12341,4,-0.111,17759,6,0.9440000000000001,3990,2,63.151,7,1,18.657,16305,5,IG110RH,IG11 0RH,IG11 0RH,200908,0,0,E00000463,E02000019,E09000002,Barking and Dagenham 018E,Barking and Dagenham 018,Barking and Dagenham,,1048842
E01000096,94,Barking and Dagenham 022D,E09000002,Barking and Dagenham,40.926,3997,2,0.259,3651,2,0.135,7977,3,34.306999999999995,7010,3,0.008,15882,5,1.284,1816,1,48.317,534,1,29.982,8823,3,IG110AE,IG11 0AE,IG11 0AE,200607,0,0,E00000474,E02000023,E09000002,Barking and Dagenham 022D,Barking and Dagenham 022,Barking and Dagenham,,1048462
E01000097,95,Barking and Dagenham 023C,E09000002,Barking and Dagenham,38.009,4866,2,0.223,5351,2,0.131,8344,3,32.926,7462,3,0.8079999999999999,5831,2,0.46799999999999997,9503,3,47.096000000000004,692,1,28.566,9628,3,RM8 1RF,RM8  1RF,RM8 1RF,198704,199507,1,E00000485,E02006799,E09000002,Barking and Dagenham 023C,Barking and Dagenham 023,Barking and Dagenham,,1919258
E01000098,96,Barking and Dagenham 023D,E09000002,Barking and Dagenham,39.405,4455,2,0.239,4575,2,0.159,5822,2,31.389,8040,3,0.44299999999999995,9792,3,0.9109999999999999,4288,2,43.482,1332,1,28.673000000000002,9574,3,RM8 1BL,RM8  1BL,RM8 1BL,200206,0,0,E00000489,E02006799,E09000002,Barking and Dagenham 023D,Barking and Dagenham 023,Barking and Dagenham,,1919437
E01000099,97,Barking and Dagenham 023E,E09000002,Barking and Dagenham,29.266,8373,3,0.174,8476,3,0.105,11800,4,25.037,10808,4,0.214,12858,4,0.008,16553,6,47.111000000000004,688,1,26.795,10685,4,RM8 1SN,RM8  1SN,RM8 1SN,198402,198612,1,E00000486,E02006799,E09000002,Barking and Dagenham 023E,Barking and Dagenham 023,Barking and Dagenham,,1919229
E01000100,98,Barking and Dagenham 004B,E09000002,Barking and Dagenham,31.83,7152,3,0.16,9665,3,0.11699999999999999,10100,4,29.622,8731,3,0.106,14418,5,0.634,7277,3,42.938,1444,1,38.207,4920,2,RM8 1BT,RM8  1BT,RM8 1BT,198001,0,0,E00000497,E02000005,E09000002,Barking and Dagenham 004B,Barking and Dagenham 004,Barking and Dagenham,,1919443
E01000101,99,Barking and Dagenham 004C,E09000002,Barking and Dagenham,40.463,4126,2,0.254,3849,2,0.154,6223,2,28.988000000000003,8974,3,0.46399999999999997,9545,3,0.8320000000000001,5094,2,43.29,1362,1,37.223,5302,2,RM8 1BD,RM8  1BD,RM8 1BD,200305,0,0,E00000494,E02000005,E09000002,Barking and Dagenham 004C,Barking and Dagenham 004,Barking and Dagenham,,1919431
E01000102,100,Barking and Dagenham 007G,E09000002,Barking and Dagenham,42.631,3557,2,0.275,3043,1,0.175,4646,2,23.976,11364,4,0.684,7036,3,0.762,5806,2,44.376000000000005,1167,1,33.8,6799,3,RM8 3AG,RM8  3AG,RM8 3AG,199712,199812,1,E00000502,E02000008,E09000002,Barking and Dagenham 007G,Barking and Dagenham 007,Barking and Dagenham,,1919707
E01000103,101,Barking and Dagenham 014A,E09000002,Barking and Dagenham,32.894,6708,3,0.18,8028,3,0.113,10618,4,26.208000000000002,10205,4,0.42700000000000005,9979,4,0.58,7987,3,50.872,227,1,20.067999999999998,15230,5,RM108AG,RM10 8AG,RM10 8AG,198001,0,0,E00000535,E02000015,E09000002,Barking and Dagenham 014A,Barking and Dagenham 014,Barking and Dagenham,,1907303
E01000104,102,Barking and Dagenham 014B,E09000002,Barking and Dagenham,34.672,6002,2,0.222,5419,2,0.134,8092,3,31.664,7929,3,0.276,11958,4,0.131,14637,5,50.107,304,1,18.066,16764,6,RM108HE,RM10 8HE,RM10 8HE,200910,0,0,E00000531,E02000015,E09000002,Barking and Dagenham 014B,Barking and Dagenham 014,Barking and Dagenham,,1907226
E01000105,103,Barking and Dagenham 014C,E09000002,Barking and Dagenham,44.148999999999994,3229,1,0.24600000000000002,4221,2,0.165,5349,2,36.132,6402,2,0.932,4774,2,1.0390000000000001,3225,1,47.24,670,1,25.589000000000002,11416,4,RM108RP,RM10 8RP,RM10 8RP,198001,0,0,E00000521,E02000015,E09000002,Barking and Dagenham 014C,Barking and Dagenham 014,Barking and Dagenham,,1907223
E01000106,104,Barking and Dagenham 014D,E09000002,Barking and Dagenham,43.523,3355,2,0.275,3032,1,0.16699999999999998,5211,2,27.219,9725,3,0.636,7543,3,0.7859999999999999,5569,2,51.428000000000004,180,1,26.265,11010,4,RM108GZ,RM10 8GZ,RM10 8GZ,200802,0,0,E00000516,E02000015,E09000002,Barking and Dagenham 014D,Barking and Dagenham 014,Barking and Dagenham,,1907213
E01000107,105,Barking and Dagenham 010C,E09000002,Barking and Dagenham,28.331999999999997,8865,3,0.151,10392,4,0.095,13329,5,29.324,8851,3,0.579,8175,3,-0.027000000000000003,17090,6,44.428999999999995,1156,1,22.813000000000002,13252,5,RM108AT,RM10 8AT,RM10 8AT,198001,0,0,E00000527,E02000011,E09000002,Barking and Dagenham 010C,Barking and Dagenham 010,Barking and Dagenham,,1907478
E01000108,106,Barking and Dagenham 010D,E09000002,Barking and Dagenham,28.166,8940,3,0.171,8694,3,0.10400000000000001,11946,4,20.596,13397,5,0.158,13637,5,0.183,13794,5,41.045,1914,1,35.135999999999996,6178,2,RM107BZ,RM10 7BZ,RM10 7BZ,198402,0,1,E00000541,E02000011,E09000002,Barking and Dagenham 010D,Barking and Dagenham 010,Barking and Dagenham,,1907026
E01000109,107,Barking and Dagenham 004D,E09000002,Barking and Dagenham,25.691,10373,4,0.12,13637,5,0.084,15539,5,22.485,12247,4,-0.19899999999999998,19119,6,0.8909999999999999,4478,2,39.755,2272,1,34.149,6609,3,RM8 1PH,RM8  1PH,RM8 1PH,198001,0,0,E00000554,E02000005,E09000002,Barking and Dagenham 004D,Barking and Dagenham 004,Barking and Dagenham,,1919221
E01000110,108,Barking and Dagenham 002C,E09000002,Barking and Dagenham,17.741,16365,5,0.11199999999999999,14678,5,0.078,16725,6,12.847999999999999,19168,6,-0.002,16046,5,-0.312,21211,7,32.872,5156,2,20.544,14867,5,RM6 5BU,RM6  5BU,RM6 5BU,199201,199707,1,E00000562,E02000003,E09000002,Barking and Dagenham 002C,Barking and Dagenham 002,Barking and Dagenham,,1917936
E01000111,109,Barking and Dagenham 002D,E09000002,Barking and Dagenham,28.903000000000002,8544,3,0.174,8457,3,0.111,10920,4,20.878,13216,5,0.187,13246,5,0.313,11745,4,44.339,1179,1,26.789,10690,4,RM8 1HU,RM8  1HU,RM8 1HU,198001,0,0,E00000551,E02000003,E09000002,Barking and Dagenham 002D,Barking and Dagenham 002,Barking and Dagenham,,1919230
E01000112,110,Barking and Dagenham 002E,E09000002,Barking and Dagenham,24.743000000000002,10925,4,0.129,12627,4,0.065,19995,7,18.969,14420,5,-0.324,21026,7,0.602,7729,3,43.159,1404,1,40.766,4026,2,RM1 1HA,RM1  1HA,RM1 1HA,198001,199507,1,E00000549,E02000003,E09000002,Barking and Dagenham 002E,Barking and Dagenham 002,Barking and Dagenham,,1906099
E01000113,111,Barking and Dagenham 002F,E09000002,Barking and Dagenham,25.268,10601,4,0.152,10322,4,0.081,16043,5,16.983,15827,5,-0.122,17933,6,0.708,6421,2,42.208,1615,1,26.945,10582,4,RM6 4BE,RM6  4BE,RM6 4BE,198001,0,0,E00000568,E02000003,E09000002,Barking and Dagenham 002F,Barking and Dagenham 002,Barking and Dagenham,,1917308
E01000114,112,Barking and Dagenham 004E,E09000002,Barking and Dagenham,23.288,11855,4,0.11900000000000001,13863,5,0.07400000000000001,17792,6,19.124000000000002,14308,5,-0.11699999999999999,17851,6,0.423,10125,4,40.755,1978,1,34.274,6563,2,RM8 1DR,RM8  1DR,RM8 1DR,198001,0,0,E00000558,E02000005,E09000002,Barking and Dagenham 004E,Barking and Dagenham 004,Barking and Dagenham,,1919231
E01032580,113,Barking and Dagenham 023F,E09000002,Barking and Dagenham,34.123000000000005,6215,2,0.191,7241,3,0.132,8299,3,22.768,12054,4,0.527,8769,3,0.892,4470,2,43.803999999999995,1267,1,24.616,12013,4,RM107RB,RM10 7RB,RM10 7RB,199208,199501,1,E00000107,E02006799,E09000002,Barking and Dagenham 023F,Barking and Dagenham 023,Barking and Dagenham,,1907572
E01033587,114,Barking and Dagenham 021E,E09000002,Barking and Dagenham,35.019,5880,2,0.2,6678,3,0.11,11085,4,20.416,13528,5,-0.149,18379,6,0.669,6865,3,58.178999999999995,22,1,43.023999999999994,3399,2,IG117FA,IG11 7FA,IG11 7FA,201506,0,0,E00175111,E02000022,E09000002,Barking and Dagenham 021E,Barking and Dagenham 021,Barking and Dagenham,,1049224
E01033588,115,Barking and Dagenham 021F,E09000002,Barking and Dagenham,35.248000000000005,5808,2,0.21899999999999997,5616,2,0.127,8809,3,23.479,11625,4,0.505,9037,3,0.316,11702,4,54.585,72,1,19.996,15294,5,IG117AB,IG11 7AB,IG11 7AB,198001,0,0,E00000263,E02000022,E09000002,Barking and Dagenham 021F,Barking and Dagenham 021,Barking and Dagenham,,1049063
E01000115,116,Barnet 009A,E09000003,Barnet,6.227,29174,9,0.055,24852,8,0.046,26011,8,3.734,28835,9,-1.526,31772,10,-0.545,24388,8,17.004,20425,7,18.838,16164,5,EN4 8LH,EN4  8LH,EN4 8LH,198001,0,0,E00000610,E02000032,E09000003,Barnet 009A,Barnet 009,Barnet,,792095
E01000116,117,Barnet 009B,E09000003,Barnet,7.79,27318,9,0.07400000000000001,20597,7,0.049,25160,8,3.87,28684,9,-1.412,31379,10,-0.43,22839,7,19.173,17651,6,18.248,16614,6,EN4 8JR,EN4  8JR,EN4 8JR,198001,0,0,E00000618,E02000032,E09000003,Barnet 009B,Barnet 009,Barnet,,792082
E01000117,118,Barnet 010A,E09000003,Barnet,9.642000000000001,24958,8,0.071,21222,7,0.062,21069,7,6.077000000000001,26087,8,-1.141,29887,10,-0.168,19170,6,21.506,14896,5,17.66,17080,6,EN4 8LT,EN4  8LT,EN4 8LT,198001,0,0,E00000615,E02000033,E09000003,Barnet 010A,Barnet 010,Barnet,,792105
E01000118,119,Barnet 010B,E09000003,Barnet,9.812000000000001,24743,8,0.077,20191,7,0.059000000000000004,21699,7,8.59,23320,8,-1.679,32170,10,-0.20600000000000002,19710,7,22.339000000000002,13923,5,16.261,18191,6,EN4 8JN,EN4  8JN,EN4 8JN,199208,199412,1,E00000620,E02000033,E09000003,Barnet 010B,Barnet 010,Barnet,,792079
E01000119,120,Barnet 009C,E09000003,Barnet,11.589,22657,7,0.078,19862,7,0.054000000000000006,23311,8,3.312,29365,9,-1.8840000000000001,32503,10,0.627,7366,3,23.519000000000002,12644,4,21.949,13884,5,N14 5AE,N14  5AE,N14 5AE,200506,0,0,E00000582,E02000032,E09000003,Barnet 009C,Barnet 009,Barnet,,1444474
E01000120,121,Barnet 009D,E09000003,Barnet,5.902,29572,10,0.061,23592,8,0.036000000000000004,28933,9,4.436,27995,9,-1.58,31931,10,-0.568,24686,8,18.977,17894,6,14.872,19324,6,N14 5JL,N14  5JL,N14 5JL,198001,0,0,E00000619,E02000032,E09000003,Barnet 009D,Barnet 009,Barnet,,1444412
E01000121,122,Barnet 010C,E09000003,Barnet,36.203,5463,2,0.262,3532,2,0.19399999999999998,3444,2,22.583000000000002,12192,4,0.261,12164,4,0.336,11408,4,37.522,3010,1,13.339,20733,7,N11 1DS,N11  1DS,N11 1DS,199412,0,0,E00000595,E02000033,E09000003,Barnet 010C,Barnet 010,Barnet,,1441340
E01000122,123,Barnet 009E,E09000003,Barnet,10.152000000000001,24308,8,0.071,21201,7,0.055,23116,8,2.2569999999999997,30583,10,-1.246,30581,10,-0.622,25342,8,30.659000000000002,6494,2,21.816999999999997,13971,5,N11 1DD,N11  1DD,N11 1DD,198001,0,0,E00000601,E02000032,E09000003,Barnet 009E,Barnet 009,Barnet,,1441323
E01000123,124,Barnet 010D,E09000003,Barnet,11.048,23278,8,0.075,20571,7,0.049,24914,8,8.519,23385,8,-1.062,29311,9,-0.684,26038,8,34.632,4252,2,15.659,18691,6,N11 1QS,N11  1QS,N11 1QS,200307,200812,1,E00000602,E02000033,E09000003,Barnet 010D,Barnet 010,Barnet,,1441203
