,LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
121,E01000120,Barnet 009D,E09000003,Barnet,5.902,29572,10,0.061,23592,8,0.036,28933,9,4.436,27995,9,-1.58,31931,10,-0.568,24686,8,18.977,17894,6,14.872,19324,6
122,E01000121,Barnet 010C,E09000003,Barnet,36.203,5463,2,0.262,3532,2,0.194,3444,2,22.583,12192,4,0.261,12164,4,0.336,11408,4,37.522,3010,1,13.339,20733,7
123,E01000122,Barnet 009E,E09000003,Barnet,10.152,24308,8,0.071,21201,7,0.055,23116,8,2.257,30583,10,-1.246,30581,10,-0.622,25342,8,30.659,6494,2,21.817,13971,5
124,E01000123,Barnet 010D,E09000003,Barnet,11.048,23278,8,0.075,20571,7,0.049,24914,8,8.519,23385,8,-1.062,29311,9,-0.684,26038,8,34.632,4252,2,15.659,18691,6
125,E01000124,Barnet 010E,E09000003,Barnet,23.589,11634,4,0.166,9081,3,0.128,8789,3,14.674,17610,6,-0.593,24615,8,0.491,9189,3,30.587,6538,2,20.768,14719,5
126,E01000125,Barnet 024A,E09000003,Barnet,26.704,9759,3,0.179,8105,3,0.088,14613,5,23.785,11445,4,-0.615,24898,8,0.586,7913,3,45.911,904,1,20.582,14835,5
127,E01000126,Barnet 026A,E09000003,Barnet,33.625,6407,2,0.243,4366,2,0.152,6354,2,13.21,18871,6,-0.077,17202,6,-0.164,19092,6,51.181,201,1,24.433,12134,4
128,E01000127,Barnet 024B,E09000003,Barnet,27.543,9275,3,0.193,7125,3,0.129,8594,3,21.348,12944,4,-0.495,23367,8,0.424,10103,4,37.588,2978,1,22.92,13192,5
129,E01000128,Barnet 024C,E09000003,Barnet,27.055,9555,3,0.171,8718,3,0.103,12046,4,22.529,12220,4,-0.346,21389,7,0.957,3869,2,34.708,4215,2,27.146,10444,4
130,E01000129,Barnet 024D,E09000003,Barnet,31.0,7554,3,0.214,5873,2,0.11,11084,4,23.973,11367,4,-0.148,18366,6,1.004,3487,2,38.657,2603,1,25.543,11448,4
131,E01000130,Barnet 021A,E09000003,Barnet,30.863,7621,3,0.185,7670,3,0.118,9925,4,19.118,14311,5,-0.331,21139,7,0.839,5021,2,43.475,1334,1,35.288,6102,2
132,E01000131,Barnet 024E,E09000003,Barnet,20.904,13623,5,0.116,14225,5,0.067,19498,6,10.9,20987,7,-0.802,27020,9,1.133,2608,1,39.033,2472,1,20.979,14578,5
133,E01000132,Barnet 021B,E09000003,Barnet,25.53,10459,4,0.187,7554,3,0.106,11581,4,22.698,12100,4,-0.464,22939,7,0.309,11812,4,35.397,3895,2,25.837,11269,4
134,E01000133,Barnet 021C,E09000003,Barnet,30.774,7660,3,0.188,7489,3,0.159,5788,2,24.516,11075,4,-0.059,16936,6,0.065,15664,5,40.079,2166,1,26.72,10732,4
135,E01000134,Barnet 024F,E09000003,Barnet,24.669,10969,4,0.184,7770,3,0.093,13810,5,20.26,13625,5,-0.579,24429,8,-0.195,19554,6,42.152,1626,1,27.225,10405,4
136,E01000135,Barnet 038A,E09000003,Barnet,12.523,21585,7,0.076,20336,7,0.048,25207,8,4.357,28090,9,-1.087,29489,9,0.385,10680,4,25.516,10648,4,33.536,6935,3
137,E01000136,Barnet 038B,E09000003,Barnet,8.96,25840,8,0.037,29403,9,0.02,32200,10,0.946,32080,10,-1.93,32547,10,0.188,13707,5,27.615,8749,3,36.198,5733,2
138,E01000137,Barnet 041A,E09000003,Barnet,28.786,8611,3,0.235,4769,2,0.145,7065,3,8.14,23802,8,0.077,14846,5,0.348,11200,4,33.329,4917,2,22.835,13240,5
139,E01000138,Barnet 040A,E09000003,Barnet,27.86,9114,3,0.178,8210,3,0.127,8832,3,8.449,23460,8,-0.547,24007,8,1.066,3016,1,35.73,3762,2,31.895,7778,3
140,E01000139,Barnet 041B,E09000003,Barnet,12.388,21727,7,0.082,19148,6,0.041,27475,9,4.481,27939,9,-1.326,30993,10,0.61,7591,3,25.608,10558,4,29.28,9230,3
141,E01000140,Barnet 041C,E09000003,Barnet,16.817,17164,6,0.118,13979,5,0.078,16748,6,9.457,22414,7,-0.914,28092,9,-0.026,17079,6,30.188,6833,3,30.341,8608,3
142,E01000141,Barnet 039A,E09000003,Barnet,28.797,8601,3,0.149,10621,4,0.083,15544,5,11.28,20639,7,-0.736,26316,9,1.518,998,1,35.668,3781,2,52.22,1546,1
143,E01000142,Barnet 040B,E09000003,Barnet,16.669,17305,6,0.126,12982,4,0.077,17086,6,8.856,23016,8,-0.676,25666,8,-0.373,22062,7,30.865,6375,2,28.68,9571,3
144,E01000143,Barnet 041D,E09000003,Barnet,31.342,7380,3,0.239,4534,2,0.153,6262,2,16.558,16148,5,-0.081,17289,6,0.763,5800,2,33.531,4795,2,19.252,15838,5
145,E01000144,Barnet 038C,E09000003,Barnet,18.338,15833,5,0.102,16060,5,0.082,15795,5,8.328,23604,8,-0.906,28028,9,0.717,6317,2,31.107,6215,2,29.17,9289,3
146,E01000145,Barnet 037A,E09000003,Barnet,14.626,19310,6,0.088,18244,6,0.072,18151,6,4.679,27693,9,-1.5,31703,10,0.196,13588,5,29.116,7564,3,32.598,7415,3
147,E01000146,Barnet 038D,E09000003,Barnet,18.538,15647,5,0.103,15846,5,0.089,14465,5,4.798,27554,9,-1.542,31821,10,0.638,7217,3,34.561,4289,2,29.849,8905,3
148,E01000147,Barnet 030A,E09000003,Barnet,12.786,21282,7,0.078,19924,7,0.04,27874,9,9.893,21938,7,-1.99,32596,10,0.336,11383,4,27.447,8877,3,33.415,6999,3
149,E01000148,Barnet 030B,E09000003,Barnet,27.671,9213,3,0.186,7576,3,0.115,10390,4,15.794,16751,6,-0.042,16658,6,0.009,16537,6,43.166,1401,1,29.844,8909,3
150,E01000150,Barnet 036A,E09000003,Barnet,15.583,18371,6,0.106,15457,5,0.056,22713,7,9.297,22579,7,-1.385,31284,10,-0.033,17184,6,33.726,4710,2,33.545,6930,3
151,E01000151,Barnet 026B,E09000003,Barnet,38.897,4606,2,0.332,1383,1,0.191,3621,2,18.815,14541,5,-0.203,19182,6,0.085,15355,5,40.945,1948,1,19.735,15489,5
152,E01000152,Barnet 026C,E09000003,Barnet,32.418,6908,3,0.265,3391,2,0.144,7125,3,25.229,10713,4,-0.552,24090,8,0.049,15902,5,44.269,1193,1,16.001,18424,6
153,E01000153,Barnet 026D,E09000003,Barnet,41.649,3826,2,0.276,3020,1,0.173,4735,2,36.066,6415,2,-0.047,16727,6,0.872,4658,2,49.389,407,1,18.106,16737,6
154,E01000154,Barnet 026E,E09000003,Barnet,32.667,6805,3,0.201,6589,3,0.141,7428,3,22.212,12409,4,0.007,15897,5,0.827,5150,2,43.4,1350,1,22.744,13307,5
155,E01000155,Barnet 030D,E09000003,Barnet,20.797,13700,5,0.135,12048,4,0.062,20992,7,12.175,19786,7,-1.303,30874,10,-0.128,18553,6,39.038,2470,1,47.35,2383,1
156,E01000156,Barnet 022A,E09000003,Barnet,8.319,26669,9,0.075,20480,7,0.04,27970,9,1.668,31256,10,-0.991,28748,9,-0.158,18997,6,22.228,14049,5,19.997,15291,5
157,E01000157,Barnet 022B,E09000003,Barnet,12.655,21431,7,0.089,18020,6,0.054,23337,8,10.386,21468,7,-1.084,29471,9,-0.281,20763,7,24.93,11191,4,32.014,7699,3
158,E01000158,Barnet 015A,E09000003,Barnet,19.721,14606,5,0.13,12554,4,0.087,14944,5,10.783,21097,7,-0.598,24692,8,0.561,8251,3,28.16,8292,3,31.142,8183,3
159,E01000159,Barnet 015B,E09000003,Barnet,16.257,17696,6,0.112,14637,5,0.077,16967,6,4.883,27445,9,-1.287,30795,10,0.561,8253,3,32.939,5117,2,17.393,17292,6
160,E01000160,Barnet 015C,E09000003,Barnet,12.121,22025,7,0.07,21491,7,0.047,25821,8,7.531,24450,8,-1.028,29047,9,0.463,9589,3,26.935,9329,3,26.093,11117,4
161,E01000161,Barnet 015D,E09000003,Barnet,14.513,19434,6,0.109,15071,5,0.055,23203,8,3.782,28785,9,-0.524,23738,8,0.612,7561,3,27.508,8832,3,20.014,15281,5
162,E01000162,Barnet 015E,E09000003,Barnet,18.504,15689,5,0.117,14118,5,0.098,12852,4,9.943,21882,7,-0.479,23118,8,0.481,9327,3,24.285,11836,4,27.187,10428,4
163,E01000163,Barnet 022C,E09000003,Barnet,28.541,8744,3,0.2,6673,3,0.145,7026,3,13.328,18746,6,0.036,15455,5,0.26,12561,4,38.055,2815,1,21.987,13854,5
164,E01000164,Barnet 022D,E09000003,Barnet,25.331,10557,4,0.172,8617,3,0.107,11407,4,11.909,20020,7,-0.666,25537,8,0.841,4999,2,36.044,3614,2,28.698,9562,3
165,E01000165,Barnet 022E,E09000003,Barnet,13.258,20782,7,0.099,16434,6,0.05,24651,8,5.196,27089,9,-1.29,30809,10,0.198,13551,5,35.632,3791,2,16.048,18378,6
166,E01000166,Barnet 003A,E09000003,Barnet,14.861,19054,6,0.105,15602,5,0.082,15856,5,7.16,24869,8,-0.922,28162,9,0.276,12305,4,28.957,7702,3,13.626,20472,7
167,E01000167,Barnet 002A,E09000003,Barnet,28.35,8854,3,0.199,6730,3,0.125,9073,3,22.649,12139,4,0.166,13541,5,0.516,8847,3,33.883,4625,2,18.27,16601,6
168,E01000168,Barnet 003B,E09000003,Barnet,6.975,28357,9,0.05,26071,8,0.035,29238,9,3.41,29243,9,-1.486,31651,10,-0.095,18057,6,21.872,14471,5,21.5,14193,5
169,E01000169,Barnet 003C,E09000003,Barnet,13.226,20813,7,0.086,18500,6,0.063,20563,7,4.871,27460,9,-1.209,30347,10,0.466,9541,3,25.427,10718,4,25.647,11383,4
170,E01000170,Barnet 006A,E09000003,Barnet,20.384,14031,5,0.147,10719,4,0.114,10414,4,10.294,21554,7,-0.625,25024,8,0.536,8594,3,22.502,13749,5,25.376,11534,4
171,E01000171,Barnet 006B,E09000003,Barnet,24.261,11210,4,0.196,6871,3,0.105,11775,4,12.3,19665,6,-0.164,18595,6,0.288,12123,4,26.487,9720,3,33.967,6704,3
172,E01000172,Barnet 003D,E09000003,Barnet,8.421,26533,9,0.075,20565,7,0.039,28221,9,2.666,30143,10,-1.613,32018,10,-0.743,26715,9,24.854,11275,4,25.96,11181,4
173,E01000173,Barnet 006C,E09000003,Barnet,9.709,24872,8,0.081,19433,6,0.05,24580,8,5.844,26333,9,-1.13,29803,10,-0.085,17910,6,19.649,17062,6,23.152,13018,4
174,E01000174,Barnet 006D,E09000003,Barnet,16.271,17685,6,0.128,12760,4,0.069,19157,6,8.05,23885,8,-0.672,25607,8,-0.248,20317,7,30.198,6828,3,29.971,8830,3
175,E01000175,Barnet 006E,E09000003,Barnet,7.614,27536,9,0.052,25718,8,0.047,25725,8,2.159,30711,10,-1.45,31540,10,0.185,13765,5,22.205,14085,5,15.768,18613,6
176,E01000176,Barnet 027A,E09000003,Barnet,30.549,7768,3,0.233,4859,2,0.136,7899,3,19.609,14011,5,-0.459,22882,7,0.377,10772,4,44.215,1205,1,17.867,16934,6
177,E01000177,Barnet 029A,E09000003,Barnet,8.263,26742,9,0.055,25054,8,0.026,31483,10,4.627,27761,9,-1.826,32421,10,0.031,16208,5,22.96,13256,5,29.925,8862,3
178,E01000178,Barnet 027B,E09000003,Barnet,8.055,27008,9,0.058,24124,8,0.045,26228,8,1.098,31906,10,-1.31,30902,10,-0.15,18895,6,22.904,13319,5,23.749,12599,4
179,E01000179,Barnet 029B,E09000003,Barnet,8.467,26462,9,0.064,22746,7,0.036,29121,9,2.024,30869,10,-0.712,26043,8,-0.087,17939,6,24.92,11205,4,19.606,15597,5
180,E01000180,Barnet 029C,E09000003,Barnet,14.555,19391,6,0.13,12478,4,0.073,17950,6,4.839,27500,9,-1.044,29166,9,-0.257,20452,7,29.565,7258,3,19.421,15732,5
181,E01000181,Barnet 029D,E09000003,Barnet,8.204,26821,9,0.058,24244,8,0.039,28293,9,0.31,32678,10,-1.634,32071,10,0.07,15601,5,20.819,15696,5,29.674,9010,3
182,E01000182,Barnet 029E,E09000003,Barnet,8.01,27057,9,0.04,28697,9,0.032,30147,10,0.42,32588,10,-1.738,32281,10,-0.177,19306,6,22.913,13308,5,37.424,5210,2
183,E01000183,Barnet 033A,E09000003,Barnet,10.613,23760,8,0.085,18766,6,0.047,25825,8,1.885,31018,10,-0.676,25664,8,-0.504,23864,8,30.174,6841,3,20.769,14718,5
184,E01000184,Barnet 027C,E09000003,Barnet,31.921,7110,3,0.212,5967,2,0.141,7398,3,17.632,15371,5,-0.186,18934,6,0.303,11888,4,43.284,1365,1,35.661,5952,2
185,E01000185,Barnet 029F,E09000003,Barnet,25.824,10299,4,0.239,4541,2,0.128,8723,3,12.502,19497,6,-0.208,19242,6,-0.438,22953,7,32.704,5260,2,19.475,15701,5
186,E01000186,Barnet 014A,E09000003,Barnet,5.195,30326,10,0.044,27519,9,0.035,29214,9,3.442,29202,9,-1.988,32593,10,-0.699,26212,8,19.417,17370,6,18.927,16097,5
187,E01000187,Barnet 014B,E09000003,Barnet,13.015,21042,7,0.118,13871,5,0.063,20781,7,7.661,24295,8,-0.599,24697,8,-0.561,24590,8,27.997,8435,3,14.508,19649,6
188,E01000188,Barnet 014C,E09000003,Barnet,8.028,27036,9,0.032,30414,10,0.036,28966,9,2.684,30119,10,-2.011,32615,10,0.509,8968,3,21.076,15409,5,27.374,10331,4
189,E01000189,Barnet 014D,E09000003,Barnet,24.526,11051,4,0.149,10587,4,0.091,14045,5,25.611,10515,4,-0.871,27729,9,-0.444,23049,8,38.504,2658,1,43.589,3275,1
190,E01000190,Barnet 014E,E09000003,Barnet,10.149,24311,8,0.091,17811,6,0.056,22730,7,5.319,26945,9,-1.301,30863,10,-0.437,22930,7,25.601,10564,4,16.24,18206,6
191,E01000191,Barnet 014F,E09000003,Barnet,6.834,28527,9,0.055,25033,8,0.048,25233,8,1.76,31153,10,-1.605,31996,10,-0.547,24413,8,22.059,14254,5,18.833,16169,5
192,E01000192,Barnet 018A,E09000003,Barnet,15.472,18475,6,0.105,15682,5,0.066,19723,7,6.778,25275,8,-1.035,29094,9,0.535,8607,3,27.087,9186,3,28.127,9877,4
193,E01000193,Barnet 018B,E09000003,Barnet,16.117,17828,6,0.09,17895,6,0.071,18479,6,7.965,23988,8,-1.393,31313,10,0.546,8454,3,28.912,7727,3,33.122,7146,3
194,E01000194,Barnet 018C,E09000003,Barnet,19.392,14920,5,0.114,14371,5,0.078,16742,6,5.706,26490,9,-1.007,28883,9,0.884,4540,2,33.467,4831,2,29.783,8938,3
195,E01000195,Barnet 013A,E09000003,Barnet,26.999,9593,3,0.177,8228,3,0.109,11220,4,23.459,11639,4,-0.58,24457,8,0.143,14429,5,47.051,706,1,19.966,15323,5
196,E01000196,Barnet 028A,E09000003,Barnet,12.284,21850,7,0.093,17436,6,0.068,19382,6,5.839,26345,9,-1.183,30188,10,-0.675,25935,8,29.058,7602,3,22.92,13191,5
197,E01000197,Barnet 023A,E09000003,Barnet,12.516,21591,7,0.086,18468,6,0.056,22711,7,1.749,31164,10,-1.585,31942,10,0.035,16146,5,26.823,9434,3,34.534,6454,2
198,E01000198,Barnet 025A,E09000003,Barnet,11.841,22353,7,0.087,18412,6,0.048,25333,8,2.096,30790,10,-1.852,32466,10,-0.606,25140,8,36.202,3536,2,25.751,11317,4
199,E01000199,Barnet 025B,E09000003,Barnet,7.222,28042,9,0.056,24764,8,0.036,29076,9,1.162,31831,10,-2.149,32707,10,-0.138,18711,6,27.064,9205,3,16.028,18404,6
200,E01000200,Barnet 028B,E09000003,Barnet,9.566,25046,8,0.081,19357,6,0.055,23175,8,1.098,31907,10,-1.812,32399,10,0.008,16549,6,23.179,13009,4,19.86,15396,5
201,E01000201,Barnet 028C,E09000003,Barnet,7.184,28084,9,0.041,28364,9,0.034,29698,10,0.774,32270,10,-1.855,32469,10,-0.066,17627,6,20.134,16487,6,32.502,7463,3
202,E01000202,Barnet 028D,E09000003,Barnet,6.735,28623,9,0.053,25482,8,0.031,30478,10,1.508,31446,10,-1.941,32558,10,-0.497,23739,8,25.128,10979,4,23.038,13100,4
203,E01000203,Barnet 028E,E09000003,Barnet,15.523,18422,6,0.114,14462,5,0.072,18236,6,5.763,26424,9,-1.173,30128,10,-0.564,24624,8,36.786,3280,1,24.962,11805,4
204,E01000204,Barnet 025C,E09000003,Barnet,10.063,24436,8,0.068,21863,7,0.046,25965,8,3.121,29593,10,-1.795,32369,10,0.3,11927,4,23.008,13199,5,27.209,10412,4
205,E01000205,Barnet 035A,E09000003,Barnet,7.725,27397,9,0.053,25441,8,0.035,29476,9,1.073,31937,10,-1.993,32600,10,0.215,13254,5,22.867,13351,5,23.489,12790,4
206,E01000206,Barnet 033B,E09000003,Barnet,9.118,25629,8,0.013,32706,10,0.012,32692,10,1.793,31108,10,-2.703,32823,10,0.147,14364,5,38.568,2636,1,24.319,12215,4
207,E01000207,Barnet 033C,E09000003,Barnet,6.585,28804,9,0.042,28150,9,0.035,29472,9,2.896,29862,10,-2.053,32645,10,-0.487,23598,8,22.612,13623,5,27.164,10436,4
208,E01000208,Barnet 033D,E09000003,Barnet,6.612,28766,9,0.028,31181,10,0.01,32744,10,1.282,31699,10,-2.453,32795,10,0.17,13995,5,26.632,9612,3,22.502,13475,5
209,E01000209,Barnet 035B,E09000003,Barnet,7.058,28249,9,0.048,26588,9,0.035,29393,9,0.414,32595,10,-1.562,31889,10,-0.013,16887,6,23.561,12593,4,22.769,13289,5
210,E01000210,Barnet 033E,E09000003,Barnet,8.197,26833,9,0.058,24220,8,0.033,29944,10,0.518,32505,10,-1.85,32462,10,0.359,11037,4,19.894,16778,6,27.374,10330,4
211,E01000211,Barnet 035C,E09000003,Barnet,14.568,19377,6,0.112,14654,5,0.072,18292,6,3.225,29476,9,-0.835,27338,9,-0.369,22011,7,30.399,6679,3,27.757,10106,4
212,E01000212,Barnet 035D,E09000003,Barnet,10.294,24145,8,0.063,23021,8,0.069,18960,6,0.467,32546,10,-1.669,32148,10,-0.219,19894,7,25.312,10825,4,25.698,11349,4
213,E01000213,Barnet 033F,E09000003,Barnet,7.583,27586,9,0.028,31216,10,0.025,31617,10,1.321,31659,10,-2.218,32733,10,-0.45,23109,8,30.621,6517,2,31.33,8092,3
214,E01000214,Barnet 038E,E09000003,Barnet,10.503,23881,8,0.046,27180,9,0.038,28460,9,0.416,32591,10,-2.082,32660,10,0.283,12197,4,36.7,3331,2,23.936,12462,4
215,E01000215,Barnet 037B,E09000003,Barnet,13.565,20414,7,0.103,15859,5,0.062,20859,7,6.101,26065,8,-0.575,24381,8,-0.456,23197,8,30.762,6431,2,22.19,13727,5
216,E01000216,Barnet 035E,E09000003,Barnet,10.017,24507,8,0.071,21332,7,0.061,21286,7,2.247,30600,10,-1.305,30884,10,-0.268,20587,7,26.235,9956,4,21.24,14375,5
217,E01000217,Barnet 035F,E09000003,Barnet,10.826,23520,8,0.066,22376,7,0.056,22862,7,9.331,22543,7,-1.212,30365,10,-0.342,21624,7,24.166,11971,4,29.261,9244,3
218,E01000218,Barnet 037C,E09000003,Barnet,15.33,18612,6,0.104,15821,5,0.071,18558,6,9.755,22091,7,-0.755,26523,9,0.132,14620,5,28.641,7938,3,25.532,11456,4
219,E01000219,Barnet 037D,E09000003,Barnet,19.87,14460,5,0.097,16734,6,0.093,13697,5,14.667,17613,6,-0.764,26620,9,0.403,10389,4,34.545,4298,2,31.116,8190,3
220,E01000220,Barnet 037E,E09000003,Barnet,17.109,16891,6,0.117,14048,5,0.092,13981,5,7.734,24209,8,-0.48,23139,8,-0.403,22479,7,28.881,7749,3,29.431,9132,3
221,E01000221,Barnet 039B,E09000003,Barnet,45.842,2878,1,0.28,2886,1,0.186,3909,2,23.471,11630,4,0.346,11027,4,1.127,2639,1,55.984,44,1,29.763,8955,3
222,E01000222,Barnet 040C,E09000003,Barnet,27.098,9539,3,0.163,9338,3,0.13,8480,3,12.267,19703,6,-0.287,20458,7,0.729,6190,2,37.056,3179,1,29.883,8884,3
223,E01000223,Barnet 039C,E09000003,Barnet,35.812,5606,2,0.225,5219,2,0.142,7310,3,21.168,13036,4,-0.005,16092,5,0.888,4500,2,47.877,582,1,28.472,9686,3
224,E01000224,Barnet 040D,E09000003,Barnet,19.679,14638,5,0.152,10311,4,0.097,13101,4,14.005,18160,6,-0.928,28221,9,-0.054,17484,6,29.827,7085,3,27.142,10450,4
225,E01000225,Barnet 037F,E09000003,Barnet,10.981,23364,8,0.066,22472,7,0.054,23306,8,6.55,25545,8,-1.052,29235,9,-0.009,16830,6,28.248,8226,3,22.709,13328,5
226,E01000226,Barnet 018D,E09000003,Barnet,31.658,7222,3,0.224,5288,2,0.123,9332,3,23.481,11624,4,0.373,10680,4,-0.171,19222,6,41.017,1925,1,30.803,8364,3
227,E01000227,Barnet 018E,E09000003,Barnet,9.965,24577,8,0.082,19223,6,0.052,24076,8,4.644,27735,9,-1.687,32188,10,-0.601,25093,8,29.152,7533,3,18.465,16456,6
228,E01000228,Barnet 007A,E09000003,Barnet,12.492,21621,7,0.079,19698,6,0.055,23078,8,5.053,27227,9,-1.232,30502,10,0.618,7481,3,28.384,8123,3,17.002,17584,6
229,E01000229,Barnet 013B,E09000003,Barnet,21.609,13079,4,0.135,12047,4,0.108,11304,4,11.185,20727,7,-0.868,27683,9,0.071,15566,5,43.196,1385,1,18.134,16706,6
230,E01000230,Barnet 013C,E09000003,Barnet,7.886,27204,9,0.071,21300,7,0.044,26803,9,8.824,23054,8,-1.463,31585,10,-0.336,21540,7,20.598,15942,5,14.054,20064,7
231,E01000231,Barnet 013D,E09000003,Barnet,17.628,16447,6,0.103,15887,5,0.063,20544,7,4.325,28133,9,-1.112,29693,10,0.156,14223,5,46.81,745,1,22.468,13506,5
232,E01000232,Barnet 013E,E09000003,Barnet,14.534,19413,6,0.114,14404,5,0.072,18344,6,5.022,27272,9,-0.843,27433,9,0.019,16385,5,29.815,7095,3,20.257,15093,5
233,E01000233,Barnet 013F,E09000003,Barnet,8.853,25991,8,0.069,21747,7,0.054,23380,8,4.009,28531,9,-1.829,32427,10,-0.162,19066,6,22.349,13908,5,20.027,15270,5
234,E01000234,Barnet 021D,E09000003,Barnet,8.657,26226,8,0.067,22186,7,0.047,25571,8,3.867,28687,9,-1.185,30198,10,-0.259,20474,7,25.044,11062,4,18.383,16530,6
235,E01000235,Barnet 021E,E09000003,Barnet,23.347,11811,4,0.164,9316,3,0.101,12345,4,18.521,14759,5,-0.622,24980,8,0.481,9335,3,31.954,5689,2,28.246,9812,3
236,E01000236,Barnet 034A,E09000003,Barnet,10.572,23808,8,0.079,19680,6,0.059,21799,7,3.637,28956,9,-1.135,29846,10,-0.545,24391,8,25.167,10944,4,26.189,11051,4
237,E01000237,Barnet 032A,E09000003,Barnet,9.545,25066,8,0.055,24986,8,0.036,29142,9,1.569,31373,10,-1.722,32251,10,0.266,12465,4,26.964,9308,3,29.614,9041,3
238,E01000238,Barnet 034B,E09000003,Barnet,14.457,19485,6,0.096,16992,6,0.074,17719,6,4.747,27606,9,-1.429,31453,10,-0.19,19488,6,30.448,6642,3,31.179,8164,3
239,E01000239,Barnet 031A,E09000003,Barnet,21.568,13120,4,0.137,11811,4,0.077,16948,6,6.545,25549,8,-0.872,27733,9,-0.006,16770,6,50.079,308,1,25.352,11552,4
240,E01000240,Barnet 031B,E09000003,Barnet,19.599,14717,5,0.118,13892,5,0.065,19999,7,5.762,26426,9,-1.108,29663,10,0.071,15563,5,48.523,511,1,28.397,9725,3
241,E01000241,Barnet 031C,E09000003,Barnet,10.706,23646,8,0.071,21281,7,0.04,27860,9,1.467,31496,10,-1.771,32334,10,-0.181,19355,6,34.775,4182,2,24.967,11802,4
242,E01000242,Barnet 032B,E09000003,Barnet,19.154,15111,5,0.125,13112,4,0.084,15495,5,3.59,29017,9,-0.959,28490,9,0.287,12135,4,42.621,1516,1,21.089,14489,5
243,E01000243,Barnet 032C,E09000003,Barnet,14.093,19861,7,0.084,18854,6,0.053,23716,8,4.629,27755,9,-0.996,28790,9,0.105,15063,5,30.061,6931,3,37.611,5126,2
244,E01000244,Barnet 032D,E09000003,Barnet,15.649,18293,6,0.076,20321,7,0.056,22860,7,6.449,25656,8,-1.024,29007,9,0.292,12038,4,29.684,7188,3,45.264,2831,1
245,E01000245,Barnet 032E,E09000003,Barnet,24.116,11312,4,0.168,8983,3,0.119,9813,3,11.778,20172,7,-0.366,21679,7,0.449,9778,3,31.387,6032,2,29.665,9019,3
246,E01000246,Barnet 002B,E09000003,Barnet,10.621,23751,8,0.048,26762,9,0.04,27831,9,1.711,31198,10,-1.472,31610,10,0.498,9108,3,33.776,4693,2,21.694,14047,5
247,E01000247,Barnet 002C,E09000003,Barnet,10.138,24330,8,0.077,20059,7,0.066,19922,7,2.68,30127,10,-1.249,30591,10,-0.555,24522,8,28.98,7674,3,13.317,20763,7
248,E01000248,Barnet 001A,E09000003,Barnet,7.296,27938,9,0.046,27165,9,0.036,28987,9,1.477,31482,10,-1.413,31384,10,0.52,8790,3,17.762,19451,6,19.701,15516,5
249,E01000249,Barnet 001B,E09000003,Barnet,5.863,29613,10,0.026,31437,10,0.044,26762,9,1.17,31821,10,-1.947,32562,10,0.087,15324,5,21.352,15076,5,16.223,18222,6
250,E01000250,Barnet 001C,E09000003,Barnet,13.03,21023,7,0.107,15300,5,0.071,18377,6,3.559,29054,9,-1.451,31547,10,0.064,15679,5,26.11,10078,4,20.775,14715,5
251,E01000251,Barnet 002D,E09000003,Barnet,18.853,15365,5,0.144,11035,4,0.114,10435,4,7.175,24848,8,-0.578,24423,8,0.114,14914,5,24.873,11258,4,22.749,13305,5
252,E01000252,Barnet 002E,E09000003,Barnet,13.376,20654,7,0.099,16417,5,0.074,17637,6,2.148,30730,10,-1.04,29137,9,0.165,14082,5,30.622,6516,2,13.639,20457,7
253,E01000253,Barnet 007B,E09000003,Barnet,9.449,25200,8,0.043,27890,9,0.032,30107,10,3.48,29154,9,-0.861,27601,9,0.187,13716,5,36.662,3340,2,11.349,22627,7
254,E01000254,Barnet 001D,E09000003,Barnet,7.764,27346,9,0.04,28579,9,0.028,31105,10,2.182,30689,10,-1.332,31021,10,-0.121,18455,6,26.527,9693,3,29.206,9273,3
255,E01000255,Barnet 017A,E09000003,Barnet,18.729,15471,5,0.149,10582,4,0.097,13154,5,6.712,25354,8,-1.007,28882,9,0.195,13597,5,30.356,6713,3,24.066,12365,4
256,E01000256,Barnet 016A,E09000003,Barnet,10.628,23742,8,0.079,19723,7,0.043,26979,9,3.474,29160,9,-1.523,31768,10,0.014,16460,6,32.338,5455,2,18.002,16810,6
